competitor_name,domain,campus_id,campus,state,course_code,competitor_type,model_cluster,intro_accounting_supported,campus_specific,course_specific_site,professor_specific,sponsored,pricing_model,price,free_trial,free_content,practice_exams,exam_reviews,video_content,live_reviews,one_on_one,study_guides,subscription,other_offerings,query_families,source_url,retrieved_at,confidence
tutoringprof.com,tutoringprof.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,unknown,,,,,,,,YES,,,,school_acct_tutoring,https://www.tutoringprof.com/college-business,2026-08-25T18:43:43.530Z,low
Wize Prep,wizeprep.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,YES,,,school_exam_review; course_tutoring; school_study_guide; course_exam_review; school_exam_prep; school_review_videos; school_practice_exam; course_practice_exam,https://www.wizeprep.com/courses/Acc311-the-university-of-texas-at-austin,2026-08-25T18:43:43.530Z,high
Course Hero,coursehero.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; course_exam_review; school_exam_prep; course_practice_exam,https://www.coursehero.com/sitemap/schools/2339-University-of-Texas/courses/530850-ACC356/,2026-08-25T18:43:43.530Z,high
CliffsNotes,cliffsnotes.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,school_exam_review; school_study_guide; school_review_videos; school_practice_exam,https://www.cliffsnotes.com/study-notes/28583657,2026-08-25T18:43:43.530Z,medium
tx.cpa,tx.cpa,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review,https://www.tx.cpa/advocacy/accounting-education-foundation/accounting-excellence-award,2026-08-25T18:43:43.530Z,low
Docsity,docsity.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_exam_review; school_study_guide; school_practice_exam,https://www.docsity.com/en/docs/mgmt-b-accounting-exam-review-orfinancial-accounting-study-guide/13705988/,2026-08-25T18:43:43.530Z,high
surgent.com,surgent.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review,https://www.surgent.com/blog/accounting-programs-prepare-cpa-exam-success/,2026-08-25T18:43:43.530Z,low
acc311.com,acc311.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,YES,NO,unknown,,First video of Chapter 1 is free,,YES,YES,YES,,YES,YES,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acc311.com/,2026-08-25T18:43:43.530Z,high
Knack,joinknack.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,course_tutoring,https://app.joinknack.com/search/marshall-university/acc-311-intermediate-accounting-i,2026-08-25T18:43:43.530Z,high
FrogTutoring,frogtutoring.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,fin_acct_tutoring; paid_tutoring,https://frogtutoring.com/tutors/financial-accounting/texas/austin,2026-08-25T18:43:43.530Z,high
mccombstutor.com,mccombstutor.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring; paid_tutoring,https://mccombstutor.com/,2026-08-25T18:43:43.530Z,low
EduBirdie,edubirdie.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_study_guide,https://edubirdie.com/docs/university-of-texas-at-austin/acc-311-fundamentals-of-financial-acco,2026-08-25T18:43:43.530Z,high
Quizlet,quizlet.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,YES,,,,,,,,course_exam_review; school_practice_exam; course_practice_exam,https://quizlet.com/531363074/acc-311-exam-1-flash-cards/,2026-08-25T18:43:43.530Z,high
Scribd,scribd.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,YES,,,,,,,,course_exam_review; course_practice_exam,https://www.scribd.com/document/351659905/ACCT-311-Exam-1-Review-With-Solutions,2026-08-25T18:43:43.530Z,medium
Studocu,studocu.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,course_exam_review; school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/document/university-of-mount-olive/intermediate-accounting-i/acc-311-exam-2-study-guide-income-cash-flow-statements-overview/140629046,2026-08-25T18:43:43.530Z,high
Gleim,gleim.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,EXAM_PREP_PLATFORM,NATIONAL_PLATFORM,YES,UNKNOWN,NO,YES,NO,unknown,,Free Trial and Free CPA Study Materials are available.,YES,YES,YES,YES,,,YES,,,school_exam_prep,https://www.gleim.com/accounting/blog/jia-yee-pua-cpa-classes-for-the-cpa-exam/?srsltid=AfmBOooyc4NjgLwagvsuaxiD2Cuc1CNeSUncmMT5HkoqEzYqDf0cT8p6,2026-08-25T18:43:43.530Z,medium
journalofaccountancy.com,journalofaccountancy.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_practice_exam,https://www.journalofaccountancy.com/newsletters/academic-update/how-students-aced-cpa-exam/,2026-08-25T18:43:43.530Z,low
Stuvia,stuvia.com,faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,YES,,,,,,,,course_practice_exam,https://www.stuvia.com/en-us/doc/11715365/acc-311-practice-exam-1-updated-questions-with-100-correct-answers,2026-08-25T18:43:43.530Z,high
Wyzant,wyzant.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://www.wyzant.com/Amherst_MA_tutors.aspx,2026-08-25T18:43:43.600Z,high
The Princeton Review,princetonreview.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; school_exam_review,https://www.princetonreview.com/academic-tutoring/tutor-search?reg=1&ceid=tchp&?s=sat/test%20prep%20-%20english%20literature,2026-08-25T18:43:43.600Z,high
Superprof,superprof.rw,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://www.superprof.rw/accounting-for-igcse-spm-for-accounting-igcse-with-dual-degree-finance-and-economics-from-the-university-massachusetts.html,2026-08-25T18:43:43.600Z,high
Course Hero,coursehero.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam,https://www.coursehero.com/sitemap/schools/1133-University-of-Massachusetts-Amherst/courses/248961-ACCT221/,2026-08-25T18:43:43.600Z,high
Docsity,docsity.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,,,,school_exam_review; school_practice_exam,https://www.docsity.com/en/university/us/university-of-massachusetts-system-ma/exams/accounting-582/exam-questions/,2026-08-25T18:43:43.600Z,high
Studocu,studocu.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,YES,,,,,YES,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam,https://www.studocu.com/en-us/document/university-of-massachusetts-amherst/financial-accounting-2/intermediate-accounting-exam-1-notes/38580083,2026-08-25T18:43:43.600Z,high
ecampus.com,ecampus.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,YES,,,YES,,,school_exam_review; school_study_guide; school_review_videos; school_practice_exam,https://umass.ecampus.com/wiley-cpaexcel-exam-review-test-bank-2015/bk/9781118917817,2026-08-25T18:43:43.600Z,medium
Superprof,superprof.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,fin_acct_tutoring; paid_tutoring; school_exam_prep,https://www.superprof.com/lessons/all-tutors/amherst/2/,2026-08-25T18:43:43.600Z,high
pbworks.com,pbworks.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,INDIVIDUAL_OR_LOCAL,OTHER,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,paid_tutoring,http://teamstutoringinschools.pbworks.com/w/page/126355136/Education%20457%20Syllabus,2026-08-25T18:43:43.600Z,low
CliffsNotes,cliffsnotes.com,f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_prep; school_review_videos; school_practice_exam,https://www.cliffsnotes.com/study-notes/21307162,2026-08-25T18:43:43.600Z,medium
Wyzant,wyzant.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; school_exam_review; fin_acct_tutoring,https://www.wyzant.com/The_University_of_Tampa_Tampa_FL_tutors.aspx,2026-08-25T18:43:43.607Z,high
Superprof,superprof.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring,https://www.superprof.com/lessons/preparation-bac-scientifique/tampa/2/,2026-08-25T18:43:43.607Z,high
UniversityTutor,universitytutor.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://brandon.universitytutor.com/brandon_accounting-tutoring/2,2026-08-25T18:43:43.607Z,high
The Princeton Review,princetonreview.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,,,,school_acct_tutoring; school_exam_review; paid_tutoring; school_review_videos; school_practice_exam,https://www.princetonreview.com/college/university-tampa-1022793,2026-08-25T18:43:43.607Z,high
Quizlet,quizlet.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam,https://quizlet.com/651847965/university-of-tampa-acc-202-final-exam-study-guide-flash-cards/,2026-08-25T18:43:43.607Z,high
Pearson,pearson.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,NATIONAL_COURSEWARE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam,https://www.pearson.com/content/dam/one-dot-com/one-dot-com/ped-blogs/files/0120-blog.pdf,2026-08-25T18:43:43.607Z,medium
Course Hero,coursehero.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam,https://www.coursehero.com/sitemap/schools/548-University-of-Tampa/departments/5751-ACC/,2026-08-25T18:43:43.607Z,high
TutorSelect,tutorselect.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,fin_acct_tutoring,https://www.tutorselect.com/view-tutor-profile/145946,2026-08-25T18:43:43.607Z,medium
Stuvia,stuvia.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_study_guide,https://www.stuvia.com/en-us/search?s=accounting%20203,2026-08-25T18:43:43.607Z,medium
Studocu,studocu.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,YES,,,school_study_guide; school_exam_prep; school_practice_exam,https://www.studocu.com/en-us/document/the-university-of-tampa/financial-accounting-information/acc-202-exam-2-study-guide/101481578,2026-08-25T18:43:43.607Z,high
vishalcpaprep.com,vishalcpaprep.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,LOCAL_CAMPUS_TUTORING,LOCAL_REVIEW_CENTER,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_prep,https://vishalcpaprep.com/blogs/news/expert-cpa-tutors-near-tampa-fl?srsltid=AfmBOoryJslbNx_TpT9QbENwU8lcJ8aEjWrW3c0vpMldCgOMSmC0Njld,2026-08-25T18:43:43.607Z,medium
Wize Prep,wizeprep.com,b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,LIKELY,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,,,,school_practice_exam,https://www.wizeprep.com/courses/Acc202-the-university-of-tampa,2026-08-25T18:43:43.607Z,high
FrogTutoring,frogtutoring.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring; paid_tutoring,https://frogtutoring.com/tutors/kennesaw-state-university,2026-08-25T18:43:43.609Z,high
Knack,joinknack.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,LIKELY,YES,NO,UNKNOWN,NO,free,,Entire service is free for Auburn undergraduate students via university partnership.,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://www.joinknack.com/student/kennesaw-state-university,2026-08-25T18:43:43.609Z,high
Varsity Tutors,varsitytutors.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,school_acct_tutoring,https://www.varsitytutors.com/t/university/kennesaw-state-university,2026-08-25T18:43:43.609Z,high
Course Hero,coursehero.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_review; school_study_guide; course_exam_review; school_practice_exam; course_practice_exam,https://www.coursehero.com/sitemap/schools/615-Kennesaw-State-University/courses/1366421-ACCT2101/,2026-08-25T18:43:43.609Z,high
Quizlet,quizlet.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,school_exam_review; course_exam_review; course_practice_exam,https://quizlet.com/463782234/acct-2101-final-exam-study-guide-flash-cards/,2026-08-25T18:43:43.609Z,high
Studocu,studocu.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,YES,,,school_exam_review; school_study_guide; course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam,https://www.studocu.com/en-us/document/kennesaw-state-university/principles-of-accounting/acct-2101-fall-2025-principles-of-accounting-exam-1-review-notes/139312789,2026-08-25T18:43:43.609Z,high
acct2101uga.com,acct2101uga.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,The first video of Topic 1: The Accounting Equation is playable on the page.,,YES,,YES,,,,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acct2101uga.com/,2026-08-25T18:43:43.609Z,high
Scribd,scribd.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_tutoring,https://www.scribd.com/doc/106919401/Tutoring-flyer-for-Business-Students,2026-08-25T18:43:43.609Z,medium
Docsity,docsity.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_prep,https://www.docsity.com/en/docs/kennesaw-state-university-acct-2101-accounting-exam-2-qanda-exam-prep-2026-guaranteed-a/17119941/,2026-08-25T18:43:43.609Z,high
flippingbook.com,flippingbook.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,INDIVIDUAL_OR_LOCAL,OTHER,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,YES,,,,,,,school_exam_prep,https://online.flippingbook.com/view/677486517,2026-08-25T18:43:43.609Z,low
acct2100.com,acct2100.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,YES,NO,unknown,,The first video of Topic 1: The Accounting Equation is available for free.,,YES,,YES,,YES,,,,school_review_videos,https://acct2100.com/,2026-08-25T18:43:43.609Z,high
CliffsNotes,cliffsnotes.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,course_practice_exam,https://www.cliffsnotes.com/study-notes/24422985,2026-08-25T18:43:43.609Z,medium
Skoolers Tutoring,skoolerstutoring.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,one-time,$75 per hour; $75 per three hours,,,,,,,YES,,,,ad_probe_course_tutoring,https://www.skoolerstutoring.com/courses/UGA/ACCT2101,2026-08-25T18:43:43.609Z,high
acct2001.com,acct2001.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,subscription,,First video of Chapter 1 is free.,,YES,,YES,,,,,,ad_probe_course_tutoring,https://acct2001.com/,2026-08-25T18:43:43.609Z,high
Wyzant,wyzant.com,3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,ad_probe_course_tutoring,https://www.wyzant.com/Tampa_FL_accounting_tutors.aspx,2026-08-25T18:43:43.609Z,medium
FrogTutoring,frogtutoring.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,NO,YES,NO,unknown,,Get a FREE Consultation,,,,,,YES,,,,school_acct_tutoring; fin_acct_tutoring,https://frogtutoring.com/tutors/texas-tech-university/engineering-mechanical,2026-08-25T18:43:43.538Z,high
UniversityTutor,universitytutor.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,YES,UNKNOWN,NO,UNKNOWN,NO,,,,,,,,,,,,,school_acct_tutoring,https://lubbock.universitytutor.com/lubbock_accounting-tutoring,2026-08-25T18:43:43.538Z,medium
Quizlet,quizlet.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,YES,,,,,,,school_exam_review; course_exam_review; school_practice_exam; course_practice_exam; ad_probe_course_acct,https://quizlet.com/400950443/acct-2300-final-exam-ttu-flash-cards/,2026-08-25T18:43:43.538Z,high
Course Hero,coursehero.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,YES,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; course_tutoring; course_exam_review; school_exam_prep; school_practice_exam,https://www.coursehero.com/sitemap/schools/2351-Texas-Tech-University/courses/257749-ACCT2300/,2026-08-25T18:43:43.538Z,high
Docsity,docsity.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,school_exam_review; course_exam_review; school_exam_prep; school_practice_exam; course_practice_exam,https://www.docsity.com/en/docs/exam-3-review-sheet-financial-accounting-acct-2300/6442397/,2026-08-25T18:43:43.538Z,high
CliffsNotes,cliffsnotes.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; course_tutoring; school_study_guide; school_exam_prep; school_practice_exam,https://www.cliffsnotes.com/study-notes/24743612,2026-08-25T18:43:43.538Z,high
Stuvia,stuvia.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,YES,,,,,YES,,,school_exam_review; school_study_guide; school_exam_prep; school_practice_exam; course_practice_exam,https://www.stuvia.com/en-us/school/us/tx/texas-tech-university,2026-08-25T18:43:43.538Z,high
Course Sidekick (Course Hero),coursesidekick.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,NOTES_MARKETPLACE,NATIONAL_PLATFORM,YES,YES,NO,UNKNOWN,NO,,,,,,,,,,,,,school_exam_review; school_study_guide,https://www.coursesidekick.com/courses/texas-tech-university-acct-2300-15274,2026-08-25T18:43:43.538Z,high
acct2300.com,acct2300.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,COURSE_SPECIFIC_SITE,STUDY_EDGE_MODEL,YES,YES,YES,UNKNOWN,NO,unknown,,First video of Chapter 1 is free to view.,,YES,YES,YES,,,YES,,,course_tutoring; course_exam_review; course_practice_exam; ad_probe_course_acct; ad_probe_course_tutoring,https://acct2300.com/,2026-08-25T18:43:43.538Z,high
Wize Prep,wizeprep.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,MULTI_CAMPUS_TUTORING,MULTI_CAMPUS_REGIONAL,YES,YES,YES,UNKNOWN,NO,subscription,,Start Free Trial,YES,YES,YES,YES,,YES,YES,,,course_tutoring; course_exam_review; school_review_videos,https://www.wizeprep.com/courses/Acct2300-texas-tech-university,2026-08-25T18:43:43.538Z,high
Varsity Tutors,varsitytutors.com,e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,TUTOR_MARKETPLACE,NATIONAL_PLATFORM,LIKELY,YES,NO,UNKNOWN,NO,,,,,,,,,YES,,,,fin_acct_tutoring,https://www.varsitytutors.com/t/university/texas-tech-university,2026-08-25T18:43:43.538Z,high
