campus_id,campus,state,course_code,market_opportunity,tier,paid_competitors_found,intro1_competitors_found,local_competitors_found,course_specific_competitors,strongest_competitor,strongest_competitor_type,strongest_competitor_price,proven_paid_market,intro_accounting_paid_market_status,paid_academic_market_status,market_validation,university_free_support,competitor_ads_observed,general_accounting_ads_observed,brand_conquest_candidate,nonbrand_search_candidate,top_competitor_keyword_1,top_competitor_keyword_2,top_nonbrand_keyword_1,top_nonbrand_keyword_2,searches_run,sources,data_confidence
9311c065-92df-486b-9852-97cb17107c69,Florida State College at Jacksonville,FL,,69,2,3,1,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,FSCJ financial accounting exam,FSCJ accounting tutoring,5,varsitytutors.com; stuvia.com; coursehero.com,medium
7aaee15f-267f-432f-bbba-c77fada8539e,Univ of Nebraska at Omaha,NE,ACCT 2010,69,2,11,9,2,1,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCT 2010 exam 1,ACCT 2010 practice exam,7,varsitytutors.com; princetonreview.com; another71.com; tutoringprof.com; wizeprep.com; quizlet.com; studocu.com; stuvia.com,medium
abad6121-4309-4f35-a13c-beba333d56dc,University of Louisville,KY,ACCT 201,68.9,2,16,12,2,2,acct201a.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct201a.com,acct201a.com accounting,ACCT 201 exam 1,ACCT 201 practice exam,7,tutorselect.com; universitytutor.com; coursehero.com; princetonreview.com; proquest.com; cliffsnotes.com; acct201a.com; wyzant.com,medium
3f988607-eaa9-49ee-b07f-e50be118690f,Central Connecticut St Univ New,CT,,68.9,2,4,2,1,0,centralcu.org,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,centralcu.org,centralcu.org accounting,Central Connecticut St Univ New financial accounting exam,Central Connecticut St Univ New accounting tutoring,5,centralcu.org; wyzant.com; b-cdn.net; scribd.com,medium
8c43e43c-b205-4dbb-baf9-e463806439ba,Providence College,RI,ACC 203,68.9,2,13,10,3,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,poetsandquantsforundergrads.com,poetsandquantsforundergrads.com accounting,ACC 203 exam 1,ACC 203 practice exam,7,poetsandquantsforundergrads.com; fasb.org; princetonreview.com; joinknack.com; coursehero.com; tutoringmindbridge.com; studocu.com; frogtutoring.com,medium
10833194-95fb-4f18-8508-2f71d7bd4033,Texas A&M - Corpus Christi Corp,TX,ACCT 2301,68.8,2,11,11,2,3,acct2301.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2301.com,acct2301.com accounting,ACCT 2301 exam 1,ACCT 2301 practice exam,7,coursehero.com; acct2301.com; atmtutoring.com; campuslabs.com; wyzant.com; acct229.com; cliffsnotes.com; quizlet.com,medium
35fbc3cc-96b8-446e-885c-5edafd8cbb57,North Carolina Wilmington,NC,,68.8,2,16,13,6,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,Wize Prep,Wize Prep accounting,North Carolina Wilmington financial accounting exam,North Carolina Wilmington accounting tutoring,5,varsitytutors.com; kidsontheyard.com; wyzant.com; meetatutor.com; superprof.ng; coursehero.com; quizlet.com; wizeprep.com,medium
56273372-c4cc-4ac9-a826-7ec570e89952,"Univ of Calif, Riverside",CA,,68.7,2,2,1,1,0,escholarship.org,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,escholarship.org,escholarship.org accounting,"Univ of Calif, Riverside financial accounting exam","Univ of Calif, Riverside accounting tutoring",5,escholarship.org; springer.com,medium
86dc6ecb-0e19-450d-b71f-97325b948926,Santa Clara University Santa,CA,,68.7,2,1,1,0,0,UniversityTutor,TUTOR_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Santa Clara University Santa financial accounting exam,Santa Clara University Santa accounting tutoring,5,universitytutor.com,medium
d5050503-04c5-46ef-b145-bd84564b479d,"So Illinois, Edwardsville",IL,ACCT 200,68.6,2,9,8,1,2,acct200ku.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,NO,NO,NO,YES,YES,acct200ku.com,acct200ku.com accounting,ACCT 200 exam 1,ACCT 200 practice exam,7,amazonaws.com; scribd.com; tulsahurricane.com; acct200ku.com; quizlet.com; cliffsnotes.com; studocu.com; gradebuddy.com,medium
599b6c9e-4316-48a3-a647-7e0a782e7ed2,San Francisco State University,CA,ACCT 100,68.6,2,12,9,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,ACCT 100 exam 1,ACCT 100 practice exam,7,varsitytutors.com; frogtutoring.com; universitytutor.com; coursehero.com; goldengatexpress.org; princetonreview.com; tutors-on-call.com; scribd.com,medium
6584645d-3558-480f-826e-b786ffbbf310,University of West Georgia,GA,ACCT 2101,68.4,2,6,5,1,2,acct2101uga.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2101uga.com,acct2101uga.com accounting,ACCT 2101 exam 1,ACCT 2101 practice exam,7,princetonreview.com; coursehero.com; acct2101uga.com; scribd.com; quizlet.com; studocu.com,medium
4528bb03-6544-43ad-bb02-17a0f21130f9,Syracuse University,NY,ACC 151,68.2,2,12,10,2,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACC 151 exam 1,ACC 151 practice exam,7,varsitytutors.com; superprof.ng; tutorocean.com; wyzant.com; studocu.com; quizlet.com; wizeprep.com; coursehero.com,medium
3c39eaeb-77d5-48ba-b98f-7b6b8f151d7b,"Univ of Calif, Irvine",CA,MGMT 30A,68.2,2,11,7,4,1,mgmt30a.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,mgmt30a.com,mgmt30a.com accounting,MGMT 30A exam 1,MGMT 30A practice exam,7,arizonalawreview.org; mgmt30a.com; accountinguci.com; wyzant.com; coursehero.com; tutoringprof.com; quizlet.com; scribd.com,medium
55bdaf15-10b6-4e78-b41c-6498c94db332,"Calif St U, San Bernardino S",CA,,68,2,9,5,1,1,SweetStudy,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,emagine.org,emagine.org accounting,"Calif St U, San Bernardino S financial accounting exam","Calif St U, San Bernardino S accounting tutoring",5,princetonreview.com; edubirdie.com; emagine.org; study.com; coursehero.com; sweetstudy.com; wyzant.com; governmentjobs.com,medium
dd5430a5-c829-494a-b772-0c413e4d9f51,Louisiana Tech University,LA,ACCT 201,68,2,10,8,2,3,acct201a.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct201a.com,acct201a.com accounting,ACCT 201 exam 1,ACCT 201 practice exam,7,varsitytutors.com; frogtutoring.com; coursehero.com; studocu.com; acct201a.com; princetonreview.com; stuvia.com; quizlet.com,medium
a97a7a2b-1c87-499b-8fde-67d5cf9df329,University at Albany-SUNY,NY,,68,2,5,4,1,0,FrogTutoring,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,University at Albany-SUNY financial accounting exam,University at Albany-SUNY accounting tutoring,5,frogtutoring.com; princetonreview.com; journalofaccountancy.com; coursehero.com; universitytutor.com,medium
2567ae60-6898-4652-a62a-13a73c18e2c5,Ball State University,IN,ACC 201,67.8,2,14,9,3,2,acc201uky.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acc201uky.com,acc201uky.com accounting,ACC 201 exam 1,ACC 201 practice exam,7,superprof.ng; coursehero.com; princetonreview.com; studysoup.com; acc201uky.com; unlvbap.org; teacheron.com; emaze.com,medium
c51895f9-2dd1-45aa-9d51-c54fa90b7359,Fordham University New,NY,,67.7,2,1,0,0,0,The Princeton Review,TUTOR_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Fordham University New financial accounting exam,Fordham University New accounting tutoring,5,princetonreview.com,medium
fefc04a6-4fad-4a75-a7ff-1bf58ff91bec,Stephen F. Austin State University,TX,ACCT 2301,67.5,2,11,9,2,2,acct2301.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2301.com,acct2301.com accounting,ACCT 2301 exam 1,ACCT 2301 practice exam,7,varsitytutors.com; coursehero.com; studocu.com; princetonreview.com; acct2301.com; atmtutoring.com; campuslabs.com; wyzant.com,medium
e2a16f5b-765f-4d73-9a91-7a3f99365e50,Bowling Green State Univ Bowling,OH,,67.5,2,5,3,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,distancelearningportal.com,distancelearningportal.com accounting,Bowling Green State Univ Bowling financial accounting exam,Bowling Green State Univ Bowling accounting tutoring,5,princetonreview.com; coursehero.com; distancelearningportal.com; weebly.com; toeflsaudi.org,medium
cede6ca5-d9a3-409a-bfcb-51f8fde1033b,Lehigh University,PA,ACCT 151,67.5,2,12,11,3,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,Wize Prep,Wize Prep accounting,ACCT 151 exam 1,ACCT 151 practice exam,7,wyzant.com; com.gh; scribd.com; coursehero.com; studylib.net; varsitytutors.com; tutorocean.com; studocu.com,medium
934cc534-a779-4fcb-8fb6-4ced292ad91a,University of Houston - Clear Lake,TX,ACCT 2301,67.1,2,11,10,3,2,acct2301.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2301.com,acct2301.com accounting,ACCT 2301 exam 1,ACCT 2301 practice exam,7,frogtutoring.com; uhclaa.org; wyzant.com; princetonreview.com; coursehero.com; acct2301.com; atmtutoring.com; campuslabs.com,medium
82634e4a-b0a0-48a7-bb15-d604e3fd8f77,Commonweath Univ - Bloomsb,PA,,67,2,0,0,0,0,,,,UNKNOWN,UNKNOWN,UNKNOWN,WHITE_SPACE,NO,NO,NO,NO,PARTIAL,,,Commonweath Univ - Bloomsb financial accounting exam,Commonweath Univ - Bloomsb accounting tutoring,5,,medium
65989509-cc30-45d8-bf62-fb1d3467cb48,U Missouri - Kansas City Kansas,MO,ACCTNG 210,66.9,2,8,8,0,0,Course Hero,NOTES_MARKETPLACE,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,YES,,,ACCTNG 210 exam 1,ACCTNG 210 practice exam,7,studylib.net; coursehero.com; studypool.com; slideserve.com; scribd.com; studocu.com; quizlet.com; cliffsnotes.com,medium
17ac68da-ab12-4467-b47d-4f6f348ad82e,Valdosta State University,GA,,66.8,2,4,3,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Valdosta State University financial accounting exam,Valdosta State University accounting tutoring,5,frogtutoring.com; coursehero.com; studysoup.com; princetonreview.com,medium
0413aa57-040e-42c2-a0e4-d93c16cbd1f2,Calif St U-Dominguez Hills,CA,,66.5,2,1,1,0,0,studylib.net,INDIVIDUAL_OR_LOCAL,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Calif St U-Dominguez Hills financial accounting exam,Calif St U-Dominguez Hills accounting tutoring,5,studylib.net,medium
2dedca50-1bac-4bb5-9820-9aa41c1617fb,University of Southern Mississippi,MS,ACC 200,66.5,2,13,10,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,ACC 200 exam 1,ACC 200 practice exam,7,frogtutoring.com; studysoup.com; princetonreview.com; uksga.org; bapuhm.org; graduatetutor.com; wyzant.com; studocu.com,medium
610ceccb-2051-41c9-b827-70391e26ce3e,Ferris State University Big,MI,,66.3,2,1,1,0,0,Vaia,NOTES_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Ferris State University Big financial accounting exam,Ferris State University Big accounting tutoring,5,vaia.com,medium
8f469f4c-2082-4008-be23-49b0e1b5c349,"Calif State Univ, Fresno",CA,,66.3,2,3,2,0,0,thrillshare.com,INDIVIDUAL_OR_LOCAL,,LOW,MODERATE,WEAK,WHITE_SPACE,NO,NO,NO,NO,PARTIAL,,,"Calif State Univ, Fresno financial accounting exam","Calif State Univ, Fresno accounting tutoring",5,thrillshare.com; brechner.org; books-by-isbn.com,medium
94f67099-2561-4fd8-92af-ed730e8db5ac,University of Toledo,OH,ACCT 2100,66.2,2,10,8,4,3,acct2100.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2100.com,acct2100.com accounting,ACCT 2100 exam 1,ACCT 2100 practice exam,7,frogtutoring.com; universitytutor.com; uni4edu.com; coursehero.com; acct2100.com; scribd.com; wizeprep.com; quizlet.com,medium
ede66ee5-cebb-498d-b10a-22aae43cf8b7,Northwood University,MI,ACC-2410,66.2,2,8,5,1,0,pcdn.co,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,pcdn.co,pcdn.co accounting,ACC-2410 exam 1,ACC-2410 practice exam,7,varsitytutors.com; princetonreview.com; coursehero.com; pcdn.co; cliffsnotes.com; superprof.com; quizlet.com; studocu.com,medium
4d5deb87-3fe2-4437-9c93-4830ca167366,Troy University,AL,ACT 2291,66.1,2,14,9,4,0,mywconline.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,mywconline.com,mywconline.com accounting,ACT 2291 exam 1,ACT 2291 practice exam,7,mywconline.com; wyzant.com; troyuniversityjobs.com; tutor.com; quizlet.com; coursehero.com; princetonreview.com; cliffsnotes.com,medium
d12ec77c-5834-488d-bb7f-2423d2ed9ae0,Pace University New,NY,ACC 203,65.9,2,10,8,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,Knack,Knack accounting,ACC 203 exam 1,ACC 203 practice exam,7,varsitytutors.com; universitytutor.com; joinknack.com; coursehero.com; tutoringmindbridge.com; studocu.com; quizlet.com; studysoup.com,medium
028b5829-9bac-49e7-949f-c11f2f4a4522,University of New Hampshire,NH,ACCT 532,65.8,2,9,8,1,0,Knack,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,Knack,Knack accounting,ACCT 532 exam 1,ACCT 532 practice exam,7,joinknack.com; tutorselect.com; coursehero.com; vaia.com; svdcdn.com; educatly.com; quizlet.com; universitytutor.com,medium
8258c5bb-9425-4e60-9996-61f5713e9f2b,University of Texas at El Paso,TX,ACCT 2301,65.5,2,15,13,2,2,acct2301.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2301.com,acct2301.com accounting,ACCT 2301 exam 1,ACCT 2301 practice exam,7,frogtutoring.com; varsitytutors.com; universitytutor.com; tutors.com; tx.cpa; acct2301.com; atmtutoring.com; campuslabs.com,medium
3b9a452c-0df8-47ec-ae4e-7d64bac8b4f1,Babson College Babson,MA,,65.5,2,1,0,0,0,Wyzant,TUTOR_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Babson College Babson financial accounting exam,Babson College Babson accounting tutoring,5,wyzant.com,medium
bcea8237-a35e-4b1c-ae0f-0831acb066ef,Univ of Central Oklahoma,OK,,65.4,2,9,7,2,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,insidehighered.com,insidehighered.com accounting,Univ of Central Oklahoma financial accounting exam,Univ of Central Oklahoma accounting tutoring,5,insidehighered.com; universitytutor.com; tutorselect.com; superprof.com; quizlet.com; coursehero.com; frogtutoring.com; studocu.com,medium
2c434afb-1227-464b-9876-da717055f353,Uof Minnesota Duluth,MN,,65.2,2,4,3,1,0,coursedog.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,coursedog.com,coursedog.com accounting,Uof Minnesota Duluth financial accounting exam,Uof Minnesota Duluth accounting tutoring,5,princetonreview.com; coursedog.com; wyzant.com; universitytutor.com,medium
37fd8b58-b0fe-4251-891f-90066c835ebd,University of Michigan Ann,MI,,65,2,12,11,3,1,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,Wize Prep,Wize Prep accounting,University of Michigan Ann financial accounting exam,University of Michigan Ann accounting tutoring,5,universitytutor.com; frogtutoring.com; varsitytutors.com; wyzant.com; princetonreview.com; wizeprep.com; studocu.com; goingconcern.com,medium
c0aa702e-76fa-422a-86ba-13ab222dd072,Cleveland State University,OH,ACT 221,65,2,7,4,2,0,graduatetutor.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,ACT 221 exam 1,ACT 221 practice exam,7,varsitytutors.com; frogtutoring.com; princetonreview.com; coursehero.com; cliffsnotes.com; graduatetutor.com; quizlet.com,medium
62f42404-8006-4fa6-9068-516683198e09,New York University,NY,ACCT-UB 1,64.1,2,15,15,2,0,Knack,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,Knack,Knack accounting,ACCT-UB 1 exam 1,ACCT-UB 1 practice exam,7,varsitytutors.com; tutorocean.com; universitytutor.com; wyzant.com; coursehero.com; cliffsnotes.com; scribd.com; studocu.com,medium
8bc8c4da-813c-41e2-93ed-8b6a570098a4,Ramapo College-New Jersey,NJ,ACCT 221,64,2,6,6,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,YES,,,ACCT 221 exam 1,ACCT 221 practice exam,7,princetonreview.com; coursehero.com; quizlet.com; scribd.com; studocu.com; cliffsnotes.com,medium
ce1c0370-a602-4ae8-94a5-a45ab40cf0d2,Loyola University Chicago,IL,ACCT 201,63.7,2,13,11,2,2,acct201a.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct201a.com,acct201a.com accounting,ACCT 201 exam 1,ACCT 201 practice exam,7,varsitytutors.com; frogtutoring.com; superprof.com; quizlet.com; princetonreview.com; becker.com; coursehero.com; acct201a.com,medium
50609aee-1e7c-4718-b0ad-f3ef6f05fb17,Calif State U - San Marcos San,CA,,63.6,2,1,0,0,0,Scribd,NOTES_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,NO,NO,NO,NO,PARTIAL,,,Calif State U - San Marcos San financial accounting exam,Calif State U - San Marcos San accounting tutoring,5,scribd.com,medium
4864a01b-855f-4a2c-88be-7c89ea366c61,Indiana U-Purdue U Indy,IN,,63.6,2,6,3,3,0,tutors.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,NO,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Indiana U-Purdue U Indy financial accounting exam,Indiana U-Purdue U Indy accounting tutoring,5,varsitytutors.com; upswing.io; universitytutor.com; frogtutoring.com; tutors.com; bufftutor.com,medium
6f131e58-09ef-4618-a2c5-2aac3146324f,Indiana University Indianapolis,IN,BUS-A 201,63.6,2,13,7,3,0,busa201.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,Knack,Knack accounting,BUS-A 201 exam 1,BUS-A 201 practice exam,7,universitytutor.com; joinknack.com; coursehero.com; busa201.com; fennie.ai; co.uk; preply.com; higheredjobs.com,medium
f4927de9-b187-4169-9866-81867beadf56,Indiana State University Terre,IN,,63.5,2,1,1,0,0,Vaia,NOTES_MARKETPLACE,,LOW,WEAK,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Indiana State University Terre financial accounting exam,Indiana State University Terre accounting tutoring,5,vaia.com,medium
4225f91b-c364-4d36-b965-5ef8860cb8fb,Georgetown University,DC,ACCT 1001,63.5,2,17,13,4,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,graduatetutor.com,graduatetutor.com accounting,ACCT 1001 exam 1,ACCT 1001 practice exam,7,wyzant.com; graduatetutor.com; universitytutor.com; superprof.ng; frogtutoring.com; coursehero.com; studocu.com; vaia.com,medium
433969d6-efa9-49de-956b-c0078b5a4872,Southern Utah University Cedar,UT,,63.4,2,4,0,2,0,monster.com,LOCAL_CAMPUS_TUTORING,$120; $170; $150; $200,MEDIUM,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,monster.com,monster.com accounting,Southern Utah University Cedar financial accounting exam,Southern Utah University Cedar accounting tutoring,5,monster.com; amazonaws.com; scribd.com; weebly.com,medium
e1d98d50-18ce-4a43-b5da-c487df2b0ab4,SUNY College at Oswego,NY,,63.1,2,4,2,0,0,The Princeton Review,TUTOR_MARKETPLACE,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,SUNY College at Oswego financial accounting exam,SUNY College at Oswego accounting tutoring,5,princetonreview.com; quizlet.com; studysoup.com; nyacte.org,medium
ccf291f6-3888-47a8-95b4-35e4d70c96e1,The College of New Jersey,NJ,ACC 201,62.7,2,15,11,5,2,acc201uky.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acc201uky.com,acc201uky.com accounting,ACC 201 exam 1,ACC 201 practice exam,7,frogtutoring.com; varsitytutors.com; universitytutor.com; wyzant.com; studocu.com; goingconcern.com; acc201uky.com; unlvbap.org,medium
cfa13e53-1907-4ffb-bb69-b3bd182f9beb,Tennessee Technological Un,TN,,62.6,2,5,2,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Tennessee Technological Un financial accounting exam,Tennessee Technological Un accounting tutoring,5,varsitytutors.com; princetonreview.com; coursehero.com; studocu.com; wyzant.com,medium
f273198b-4e2b-492e-a2c0-d741e9177fd2,Lindenwood University St.,MO,,62.5,2,0,0,0,0,,,,UNKNOWN,UNKNOWN,UNKNOWN,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Lindenwood University St. financial accounting exam,Lindenwood University St. accounting tutoring,5,,medium
b6a2cb0d-02a6-44a1-8631-826bb107c107,West Texas A&M University,TX,,62.3,2,4,3,1,0,FrogTutoring,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,WTAMU financial accounting exam,WTAMU accounting tutoring,5,frogtutoring.com; coursehero.com; scribd.com; princetonreview.com,medium
1a33f054-89c8-4d91-9882-42ccf611d597,Ohio University,OH,,62.3,2,6,5,4,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Ohio University financial accounting exam,Ohio University accounting tutoring,5,frogtutoring.com; quizlet.com; coursehero.com; ahhowland.com; degreeforum.net; ohiouniversityjobs.com,medium
9a2858ec-9f5f-4833-a891-7cf0357ed43d,Quinnipiac University,CT,AC-211,62.2,2,9,6,2,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,NO,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,AC-211 exam 1,AC-211 practice exam,7,frogtutoring.com; princetonreview.com; tutoringprof.com; joinknack.com; coursehero.com; quizlet.com; studysoup.com; cliffsnotes.com,medium
f3b7ae70-62da-4b7c-886b-db819d133472,Eastern Michigan University,MI,ACC 240,62,2,12,7,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,YES,,,ACC 240 exam 1,ACC 240 practice exam,7,princetonreview.com; coursehero.com; stuvia.com; superprof.com; studysoup.com; quizlet.com; scribd.com; studocu.com,medium
7a3714f4-c34f-4ceb-8565-ec506a73d391,University of Richmond,VA,,62,2,10,6,4,0,poetsandquantsforundergrads.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,NO,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,University of Richmond financial accounting exam,University of Richmond accounting tutoring,5,frogtutoring.com; poetsandquantsforundergrads.com; universitytutor.com; varsitytutors.com; tutorselect.com; princetonreview.com; coursedog.com; insidehighered.com,medium
ed941b6e-3152-4e2c-bb9e-2e143eccfe02,Wright State University,OH,,61.7,2,10,4,1,0,ecampus.com,LOCAL_CAMPUS_TUTORING,,MEDIUM,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,ecampus.com,ecampus.com accounting,Wright State University financial accounting exam,Wright State University accounting tutoring,5,varsitytutors.com; wsuguardian.com; studocu.com; coursehero.com; studysoup.com; wyzant.com; princetonreview.com; ecampus.com,medium
af045436-976c-4f48-85b0-c7a5e0ce3000,Saint Louis University St.,MO,,61.6,2,3,1,1,0,smapse.com,LOCAL_CAMPUS_TUTORING,from $3926.00/semester; from $4643.00/semester; from $8426.00/semester; from $7000/year; to $12000/year; $285; $2940; $70,MEDIUM,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,smapse.com,smapse.com accounting,Saint Louis University St. financial accounting exam,Saint Louis University St. accounting tutoring,5,asco.org; jobsora.com; smapse.com,medium
cad32c49-057b-43be-873b-9ff8b0f36b6d,Loyola University Maryland,MD,AC 201,61.6,2,8,5,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,AC 201 exam 1,AC 201 practice exam,7,frogtutoring.com; superprof.ca; varsitytutors.com; coursehero.com; quizlet.com; superprof.ng; princetonreview.com; scribd.com,medium
0b7a9a22-43aa-45f5-85f7-1775981a18b5,Youngstown State University,OH,,61.6,2,9,5,2,0,ysusports.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Youngstown State University financial accounting exam,Youngstown State University accounting tutoring,5,varsitytutors.com; frogtutoring.com; wyzant.com; coursehero.com; princetonreview.com; gleim.com; ysusports.com; studysoup.com,medium
